Drug1,Drug2,Cell_Line,Senstivity,Synergy,Fold
MRK-003,MK-5108,KPL1,16.72015,7.069766572,4
MRK-003,MK-5108,HT29,20.4798,10.44950611,4
MRK-003,MK-5108,HT144,2.0939,-6.399787334,4
MRK-003,MK-5108,ES2,2.31365,-9.365013864,4
MRK-003,MK-5108,EFM192B,5.9875,-15.89077651,4
MRK-003,MK-5108,DLD1,7.01175,4.495253192,4
MRK-003,MK-5108,CAOV3,12.5877,8.437808302,4
MRK-003,MK-5108,A427,30.64675,0.878422302,4
MRK-003,MK-5108,A375,2.9454,8.214578741,4
MRK-003,MK-5108,A2780,29.14975,4.667701586,4
MRK-003,MK-5108,A2058,5.9383,-4.042863815,4
MRK-003,MK-4827,ZR751,11.02855,10.25340816,0
MRK-003,MK-4827,VCAP,6.15895,12.1209564,0
MRK-003,MK-4827,UWB1289,17.52635,-2.815561207,0
MRK-003,MK-4827,UACC62,6.81345,13.93222198,0
MRK-003,MK-4827,T47D,18.49895,33.61059192,0
MRK-003,MK-4827,SW837,13.60805,15.49310692,0
MRK-003,MK-4827,SKOV3,4.6448,25.3685595,0
MRK-003,MK-4827,SKMES1,10.1565,6.878431591,0
MRK-003,MK-4827,SKMEL30,17.30765,19.68976112,0
MRK-003,MK-4827,RPMI7951,4.97935,19.87957678,0
MRK-003,MK-4827,PA1,31.0729,36.67663104,0
MRK-003,MK-4827,OV90,4.74315,-5.721829716,0
MRK-003,MK-4827,NCIH520,21.53125,5.782653741,0
MRK-003,MK-4827,NCIH460,3.86525,-0.400266727,0
MRK-003,MK-4827,NCIH23,12.3822,21.88768163,0
MRK-003,MK-4827,NCIH2122,11.6303,17.17626168,0
MRK-003,MK-4827,NCIH1650,2.43305,4.047455149,0
MRK-003,MK-4827,MSTO,14.0878,-6.378261661,0
MRK-003,MK-4827,MDAMB436,16.51,13.46548288,0
MRK-003,MK-4827,LOVO,17.6732,11.29190326,0
MRK-003,MK-4827,LNCAP,14.07715,-6.246231846,0
MRK-003,MK-4827,KPL1,17.92075,13.48925006,0
MRK-003,MK-4827,HT29,24.2841,12.53793162,0
MRK-003,MK-4827,HT144,3.4097,3.031169829,0
MRK-003,MK-4827,HCT116,15.60625,-2.437852972,0
MRK-003,MK-4827,ES2,4.74625,-9.642229233,0
MRK-003,MK-4827,EFM192B,2.92435,3.189160381,0
MRK-003,MK-4827,DLD1,5.04415,1.264074082,0
MRK-003,MK-4827,COLO320DM,13.81945,14.10459295,0
MRK-003,MK-4827,A427,20.20285,23.22175096,0
MRK-003,MK-4827,A2780,35.83195,12.68772363,0
MRK-003,MK-4827,A2058,31.8564,28.49852592,0
MRK-003,MK-2206,ZR751,24.9421,5.238238127,3
MRK-003,MK-2206,VCAP,18.3961,27.66022432,3
MRK-003,MK-2206,UWB1289,15.40465,4.636966153,3
MRK-003,MK-2206,UACC62,10.6734,13.37321153,3
MRK-003,MK-2206,T47D,26.50215,33.36781248,3
MRK-003,MK-2206,SW837,16.08035,15.2640366,3
MRK-003,MK-2206,SW620,1.95045,4.553545469,3
MRK-003,MK-2206,SKOV3,19.07605,35.88559234,3
MRK-003,MK-2206,SKMES1,17.11075,29.97436596,3
MRK-003,MK-2206,SKMEL30,13.79235,25.35310255,3
MRK-003,MK-2206,RPMI7951,10.2637,20.65986193,3
MRK-003,MK-2206,RKO,10.06695,20.11165768,3
MRK-003,MK-2206,PA1,15.5607,32.72115737,3
MRK-003,MK-2206,OVCAR3,30.3995,33.86543274,3
MRK-003,MK-2206,OV90,15.11425,23.14345045,3
MRK-003,MK-2206,NCIH520,39.2978,27.50568919,3
MRK-003,MK-2206,NCIH460,5.15595,-1.917655377,3
MRK-003,MK-2206,NCIH23,11.2365,9.567568171,3
MRK-003,MK-2206,NCIH2122,13.9777,21.16487536,3
MRK-003,MK-2206,NCIH1650,13.45935,41.67576786,3
MRK-003,MK-2206,MSTO,16.85875,8.838357323,3
MRK-003,MK-2206,MDAMB436,7.147,11.23865368,3
MRK-003,MK-2206,LOVO,33.5827,19.86313338,3
MRK-003,MK-2206,LNCAP,27.54295,14.62210478,3
MRK-003,MK-2206,KPL1,23.2214,8.182806338,3
MRK-003,MK-2206,HT29,27.71625,31.77448288,3
MRK-003,MK-2206,HT144,5.243,14.09822274,3
MRK-003,MK-2206,HCT116,5.4706,18.23044287,3
MRK-003,MK-2206,ES2,1.39075,-0.290616217,3
MRK-003,MK-2206,EFM192B,26.20155,-3.142078871,3
MRK-003,MK-2206,DLD1,11.5986,15.20498157,3
MRK-003,MK-2206,COLO320DM,20.36655,27.19646196,3
MRK-003,MK-2206,CAOV3,10.99455,67.16029107,3
MRK-003,MK-2206,A427,25.5217,28.18474833,3
MRK-003,MK-2206,A375,3.4353,14.99986502,3
MRK-003,MK-2206,A2780,30.4681,31.07556128,3
MRK-003,MK-2206,A2058,8.17575,18.16737982,3
MRK-003,LAPATINIB,ZR751,13.75415,5.96510105,1
MRK-003,LAPATINIB,VCAP,5.1221,16.28375392,1
MRK-003,LAPATINIB,UWB1289,21.38045,5.77088842,1
MRK-003,LAPATINIB,UACC62,7.27145,27.15259096,1
MRK-003,LAPATINIB,T47D,18.8156,22.23133032,1
MRK-003,LAPATINIB,SW837,20.37675,43.25761808,1
MRK-003,LAPATINIB,SW620,0.2204,7.629302848,1
MRK-003,LAPATINIB,SKOV3,16.7038,31.23952019,1
MRK-003,LAPATINIB,SKMES1,26.2639,20.68838718,1
MRK-003,LAPATINIB,SKMEL30,19.7741,41.94832492,1
MRK-003,LAPATINIB,RPMI7951,11.19185,32.88576015,1
MRK-003,LAPATINIB,RKO,7.14265,11.70951097,1
MRK-003,LAPATINIB,PA1,13.1274,34.63374586,1
MRK-003,LAPATINIB,OVCAR3,14.88115,45.88696303,1
MRK-003,LAPATINIB,OV90,6.6259,11.13608564,1
MRK-003,LAPATINIB,NCIH520,14.0231,3.527751523,1
MRK-003,LAPATINIB,NCIH460,4.2818,1.140152197,1
MRK-003,LAPATINIB,NCIH23,2.4333,-2.776892507,1
MRK-003,LAPATINIB,NCIH2122,15.24135,30.62610142,1
MRK-003,LAPATINIB,NCIH1650,18.6142,29.94485074,1
MRK-003,LAPATINIB,MSTO,11.7374,9.10815854,1
MRK-003,LAPATINIB,MDAMB436,4.34235,9.407809678,1
MRK-003,LAPATINIB,LOVO,27.10665,56.24164431,1
MRK-003,LAPATINIB,LNCAP,3.94675,-19.82882102,1
MRK-003,LAPATINIB,KPL1,19.7015,19.02947033,1
MRK-003,LAPATINIB,HT29,26.2616,40.6697499,1
MRK-003,LAPATINIB,HT144,4.05465,20.88250728,1
MRK-003,LAPATINIB,HCT116,6.01655,18.70787099,1
MRK-003,LAPATINIB,ES2,4.8067,8.951390291,1
MRK-003,LAPATINIB,EFM192B,25.04465,3.232924088,1
MRK-003,LAPATINIB,DLD1,9.1523,13.69923871,1
MRK-003,LAPATINIB,COLO320DM,6.1057,0.432967899,1
MRK-003,LAPATINIB,CAOV3,10.8677,23.55787853,1
MRK-003,LAPATINIB,A427,16.51195,18.17769961,1
MRK-003,LAPATINIB,A375,4.88365,29.44151815,1
MRK-003,LAPATINIB,A2780,14.98815,13.98620999,1
MRK-003,LAPATINIB,A2058,2.968,22.33190785,1
MRK-003,L778123,ZR751,11.559,-11.57008372,3
MRK-003,L778123,VCAP,11.37345,12.40978907,3
MRK-003,L778123,UWB1289,22.58975,4.816633277,3
MRK-003,L778123,UACC62,14.0284,15.59847885,3
MRK-003,L778123,T47D,14.2423,6.471329673,3
MRK-003,L778123,SW837,7.9928,5.805512285,3
MRK-003,L778123,SW620,11.86435,7.824953278,3
MRK-003,L778123,SKOV3,5.845,10.28728709,3
MRK-003,L778123,SKMES1,16.98155,4.550828346,3
MRK-003,L778123,SKMEL30,23.07915,2.580662988,3
MRK-003,L778123,RPMI7951,8.60955,5.809033268,3
MRK-003,L778123,RKO,6.78325,-0.476379342,3
MRK-003,L778123,PA1,23.48085,13.60452459,3
MRK-003,L778123,OVCAR3,6.12285,3.0333824,3
MRK-003,L778123,OV90,12.9679,12.58473356,3
MRK-003,L778123,NCIH520,21.6164,9.82072769,3
MRK-003,L778123,NCIH460,9.02865,-1.85473968,3
MRK-003,L778123,NCIH23,16.95385,3.887381305,3
MRK-003,L778123,NCIH2122,16.9512,-4.266335626,3
MRK-003,L778123,NCIH1650,8.40925,-0.707891647,3
MRK-003,L778123,MSTO,27.1966,0.97477388,3
MRK-003,L778123,MDAMB436,9.274,5.575643886,3
MRK-003,L778123,LOVO,32.99275,15.71308083,3
MRK-003,L778123,LNCAP,22.7975,4.836912044,3
MRK-003,L778123,KPL1,25.13465,0.868124437,3
MRK-003,L778123,HT29,30.7989,17.83124707,3
MRK-003,L778123,HT144,12.41745,8.59544967,3
MRK-003,L778123,HCT116,5.95005,-3.175676555,3
MRK-003,L778123,ES2,9.1898,-1.674350433,3
MRK-003,L778123,EFM192B,11.03755,-1.206078007,3
MRK-003,L778123,DLD1,8.7116,5.681329021,3
MRK-003,L778123,COLO320DM,22.6041,10.10448991,3
MRK-003,L778123,CAOV3,15.6374,22.4430409,3
MRK-003,L778123,A427,19.67475,16.75140374,3
MRK-003,L778123,A375,14.9116,8.507542146,3
MRK-003,L778123,A2780,35.12575,9.86914491,3
MRK-003,L778123,A2058,9.447,10.64566641,3
MRK-003,GEMCITABINE,ZR751,12.0403,1.412983111,4
MRK-003,GEMCITABINE,VCAP,25.01545,2.066397607,4
MRK-003,GEMCITABINE,UWB1289,23.4278,0.462088762,4
MRK-003,GEMCITABINE,UACC62,21.94935,12.38788522,4
MRK-003,GEMCITABINE,T47D,17.00535,0.560490138,4
MRK-003,GEMCITABINE,SW837,18.63395,7.199499841,4
MRK-003,GEMCITABINE,SW620,27.30235,3.462856511,4
MRK-003,GEMCITABINE,SKOV3,13.84805,9.61367845,4
MRK-003,GEMCITABINE,SKMES1,41.27785,-18.41925686,4
MRK-003,GEMCITABINE,SKMEL30,34.4753,11.23287771,4
MRK-003,GEMCITABINE,RPMI7951,39.3258,-2.784551871,4
MRK-003,GEMCITABINE,RKO,34.13965,-13.20007836,4
MRK-003,GEMCITABINE,PA1,40.5363,9.54101195,4
MRK-003,GEMCITABINE,OVCAR3,18.9009,-8.883229752,4
MRK-003,GEMCITABINE,OV90,32.71005,4.406674236,4
MRK-003,GEMCITABINE,NCIH520,30.6041,2.78687117,4
MRK-003,GEMCITABINE,NCIH460,32.1507,4.10656966,4
MRK-003,GEMCITABINE,NCIH23,41.2623,-5.804342875,4
MRK-003,GEMCITABINE,NCIH2122,34.0742,-0.895063513,4
MRK-003,GEMCITABINE,NCIH1650,25.4382,2.312175771,4
MRK-003,GEMCITABINE,MSTO,35.7321,-12.82298693,4
MRK-003,GEMCITABINE,MDAMB436,23.59965,9.862871182,4
MRK-003,GEMCITABINE,LOVO,34.59195,1.650883217,4
MRK-003,GEMCITABINE,LNCAP,15.60625,1.688072786,4
MRK-003,GEMCITABINE,KPL1,20.87645,4.453727502,4
MRK-003,GEMCITABINE,HT29,28.9897,0.070287591,4
MRK-003,GEMCITABINE,HT144,9.14345,7.646378505,4
MRK-003,GEMCITABINE,HCT116,38.10415,-9.525287949,4
MRK-003,GEMCITABINE,ES2,39.1093,8.680876455,4
MRK-003,GEMCITABINE,EFM192B,18.71515,9.01090282,4
MRK-003,GEMCITABINE,DLD1,15.13285,3.866222382,4
MRK-003,GEMCITABINE,COLO320DM,36.4664,9.154284209,4
MRK-003,GEMCITABINE,CAOV3,42.5267,-0.052355073,4
MRK-003,GEMCITABINE,A427,39.82765,-1.961067268,4
MRK-003,GEMCITABINE,A375,43.02485,-16.01027551,4
MRK-003,GEMCITABINE,A2780,40.95045,2.065749651,4
MRK-003,GEMCITABINE,A2058,24.4774,2.632191104,4
MRK-003,ETOPOSIDE,ZR751,10.98495,-1.629917375,1
MRK-003,ETOPOSIDE,VCAP,15.68665,12.63601368,1
MRK-003,ETOPOSIDE,UWB1289,20.80845,-10.32994309,1
MRK-003,ETOPOSIDE,UACC62,18.1695,19.24300361,1
MRK-003,ETOPOSIDE,T47D,17.10975,6.095501327,1
MRK-003,ETOPOSIDE,SW837,16.96785,28.34318756,1
MRK-003,ETOPOSIDE,SW620,21.3038,6.389601012,1
MRK-003,ETOPOSIDE,SKOV3,9.2178,16.3199585,1
MRK-003,ETOPOSIDE,SKMES1,22.6901,16.92184343,1
MRK-003,ETOPOSIDE,SKMEL30,25.66535,22.72086509,1
MRK-003,ETOPOSIDE,PA1,45.62305,-2.162744498,1
MRK-003,ETOPOSIDE,OV90,14.27135,3.304421571,1
MRK-003,ETOPOSIDE,NCIH520,14.00495,-0.729358768,1
MRK-003,ETOPOSIDE,NCIH460,16.0467,-8.13016173,1
MRK-003,ETOPOSIDE,NCIH23,0.47585,-134.2947319,1
MRK-003,ETOPOSIDE,NCIH2122,20.85875,-1.618527955,1
MRK-003,ETOPOSIDE,NCIH1650,9.0059,13.34723701,1
MRK-003,ETOPOSIDE,MSTO,20.90495,-24.803394,1
MRK-003,ETOPOSIDE,MDAMB436,15.84525,14.55385752,1
MRK-003,ETOPOSIDE,LOVO,22.48625,4.006327786,1
MRK-003,ETOPOSIDE,LNCAP,23.12315,19.28073206,1
MRK-003,ETOPOSIDE,KPL1,19.536,24.86223534,1
MRK-003,ETOPOSIDE,HT29,26.47945,5.602625475,1
MRK-003,ETOPOSIDE,HT144,12.82885,21.88445585,1
MRK-003,ETOPOSIDE,HCT116,17.2453,4.980938075,1
MRK-003,ETOPOSIDE,ES2,13.5101,-2.708287166,1
MRK-003,ETOPOSIDE,EFM192B,15.12945,-2.289429854,1
MRK-003,ETOPOSIDE,COLO320DM,12.03425,18.29096973,1
MRK-003,ETOPOSIDE,CAOV3,20.686,99.79199539,1
MRK-003,ETOPOSIDE,A427,28.44025,-5.556151473,1
MRK-003,ETOPOSIDE,A375,15.8723,11.02599583,1
MRK-003,ETOPOSIDE,A2780,38.1368,10.20897652,1
MRK-003,ETOPOSIDE,A2058,27.9131,-0.742463241,1
MRK-003,ERLOTINIB,ZR751,14.51775,18.77154766,3
MRK-003,ERLOTINIB,VCAP,3.9048,12.37775132,3
MRK-003,ERLOTINIB,UWB1289,25.7618,13.36860114,3
MRK-003,ERLOTINIB,UACC62,15.0365,18.28324363,3
MRK-003,ERLOTINIB,T47D,13.13395,19.716145,3
MRK-003,ERLOTINIB,SW837,20.1501,28.8064134,3
MRK-003,ERLOTINIB,SW620,1.86925,-2.562363642,3
MRK-003,ERLOTINIB,SKOV3,19.4324,28.89917641,3
MRK-003,ERLOTINIB,SKMES1,29.38455,15.88166325,3
MRK-003,ERLOTINIB,SKMEL30,17.90805,23.2532165,3
MRK-003,ERLOTINIB,RPMI7951,4.96925,16.7088245,3
MRK-003,ERLOTINIB,RKO,4.3008,-3.433890547,3
MRK-003,ERLOTINIB,PA1,18.62685,29.81376529,3
MRK-003,ERLOTINIB,OVCAR3,20.49515,40.79164805,3
MRK-003,ERLOTINIB,OV90,4.4208,-2.899167744,3
MRK-003,ERLOTINIB,NCIH520,12.32725,2.241095709,3
MRK-003,ERLOTINIB,NCIH460,7.63865,-0.594381403,3
MRK-003,ERLOTINIB,NCIH23,11.6882,3.611325777,3
MRK-003,ERLOTINIB,NCIH1650,23.39795,22.36001461,3
MRK-003,ERLOTINIB,MSTO,21.26695,-26.99508519,3
MRK-003,ERLOTINIB,MDAMB436,8.3405,4.679503631,3
MRK-003,ERLOTINIB,LOVO,31.745,22.84912197,3
MRK-003,ERLOTINIB,LNCAP,5.1697,-18.98522102,3
MRK-003,ERLOTINIB,KPL1,18.7936,24.37836066,3
MRK-003,ERLOTINIB,HT29,27.8455,26.50949979,3
MRK-003,ERLOTINIB,HT144,10.10855,12.74027827,3
MRK-003,ERLOTINIB,HCT116,4.48405,2.963226956,3
MRK-003,ERLOTINIB,ES2,5.2029,-6.441437273,3
MRK-003,ERLOTINIB,EFM192B,10.8022,3.290805207,3
MRK-003,ERLOTINIB,DLD1,18.55215,8.686807028,3
MRK-003,ERLOTINIB,COLO320DM,17.1673,11.83178469,3
MRK-003,ERLOTINIB,CAOV3,14.8479,22.33232939,3
MRK-003,ERLOTINIB,A427,21.68845,6.933363566,3
MRK-003,ERLOTINIB,A375,4.9477,9.074919182,3
MRK-003,ERLOTINIB,A2780,22.36115,9.291022232,3
MRK-003,ERLOTINIB,A2058,4.5093,4.339713586,3
MRK-003,DOXORUBICIN,ZR751,18.8707,-9.603966308,0
MRK-003,DOXORUBICIN,VCAP,24.397,2.992515413,0
MRK-003,DOXORUBICIN,UWB1289,20.38405,-17.30602624,0
MRK-003,DOXORUBICIN,UACC62,21.95465,6.326363743,0
MRK-003,DOXORUBICIN,T47D,21.5732,16.75350498,0
MRK-003,DOXORUBICIN,SW837,17.50205,-12.61470596,0
MRK-003,DOXORUBICIN,SW620,35.8278,8.244397245,0
MRK-003,DOXORUBICIN,SKMES1,31.8605,-0.948061225,0
MRK-003,DOXORUBICIN,SKMEL30,30.0705,5.701081955,0
MRK-003,DOXORUBICIN,RPMI7951,32.5591,-1.32066908,0
MRK-003,DOXORUBICIN,RKO,32.47685,-10.08227892,0
MRK-003,DOXORUBICIN,PA1,45.1943,-9.643284731,0
MRK-003,DOXORUBICIN,OVCAR3,11.49375,-8.405893052,0
MRK-003,DOXORUBICIN,OV90,17.68465,-19.99623629,0
MRK-003,DOXORUBICIN,NCIH520,22.2063,-8.361169397,0
MRK-003,DOXORUBICIN,NCIH460,22.74585,-7.874099335,0
MRK-003,DOXORUBICIN,NCIH23,37.55125,6.148063929,0
MRK-003,DOXORUBICIN,NCIH2122,27.1928,-17.00698015,0
MRK-003,DOXORUBICIN,NCIH1650,17.1641,-3.457295103,0
MRK-003,DOXORUBICIN,MSTO,29.6316,-30.17628088,0
MRK-003,DOXORUBICIN,MDAMB436,21.3177,-11.8464673,0
MRK-003,DOXORUBICIN,LOVO,32.96295,1.947655584,0
MRK-003,DOXORUBICIN,LNCAP,29.5632,-17.38201423,0
MRK-003,DOXORUBICIN,KPL1,20.73775,-7.87226582,0
MRK-003,DOXORUBICIN,HT29,31.4832,-5.29092391,0
MRK-003,DOXORUBICIN,HT144,17.8638,10.44420502,0
MRK-003,DOXORUBICIN,HCT116,22.10405,-14.10937048,0
MRK-003,DOXORUBICIN,ES2,20.3015,-4.024220801,0
MRK-003,DOXORUBICIN,DLD1,23.85325,3.727872012,0
MRK-003,DOXORUBICIN,COLO320DM,11.57055,-8.557031198,0
MRK-003,DOXORUBICIN,CAOV3,34.0512,6.361477814,0
MRK-003,DOXORUBICIN,A427,39.81395,-7.093802856,0
MRK-003,DOXORUBICIN,A375,29.0101,5.341212523,0
MRK-003,DOXORUBICIN,A2780,42.26585,5.741513273,0
MRK-003,DOXORUBICIN,A2058,38.81425,-1.048726728,0
MRK-003,DINACICLIB,ZR751,13.07765,-21.16692096,4
MRK-003,DINACICLIB,VCAP,18.6082,8.12826927,4
MRK-003,DINACICLIB,UACC62,16.5436,-0.046774119,4
MRK-003,DINACICLIB,T47D,15.7977,-28.64086619,4
MRK-003,DINACICLIB,SW837,15.1193,-12.4398598,4
MRK-003,DINACICLIB,SKOV3,5.0229,1.810086821,4
MRK-003,DINACICLIB,SKMES1,14.14795,4.151609342,4
MRK-003,DINACICLIB,SKMEL30,27.41325,-6.328372538,4
MRK-003,DINACICLIB,OVCAR3,22.2631,13.72393311,4
MRK-003,DINACICLIB,NCIH460,8.30365,-10.03595636,4
MRK-003,DINACICLIB,NCIH1650,15.84575,4.081923811,4
MRK-003,DINACICLIB,MSTO,13.6249,-13.13813959,4
MRK-003,DINACICLIB,HT29,33.5537,-6.266163805,4
MRK-003,DINACICLIB,HT144,17.05105,-3.505548798,4
MRK-003,DINACICLIB,EFM192B,19.4534,-12.6009958,4
MRK-003,DINACICLIB,DLD1,20.06565,2.934367942,4
MRK-003,DINACICLIB,COLO320DM,20.8619,17.14163514,4
MRK-003,DINACICLIB,A2058,18.36025,-6.532206677,4
MRK-003,DEXAMETHASONE,ZR751,8.4188,4.6885396,1
MRK-003,DEXAMETHASONE,VCAP,0.5538,-3.647114038,1
MRK-003,DEXAMETHASONE,UWB1289,5.26975,-2.700394735,1
MRK-003,DEXAMETHASONE,UACC62,2.77165,7.962707803,1
MRK-003,DEXAMETHASONE,T47D,4.16675,-7.244304535,1
MRK-003,DEXAMETHASONE,SW837,2.78245,5.747720095,1
MRK-003,DEXAMETHASONE,SW620,0.6844,4.093926097,1
MRK-003,DEXAMETHASONE,SKOV3,2.90805,20.04236018,1
MRK-003,DEXAMETHASONE,SKMES1,2.0149,4.23485101,1
MRK-003,DEXAMETHASONE,SKMEL30,11.6608,13.75591161,1
MRK-003,DEXAMETHASONE,RPMI7951,0,-19.4869087,1
MRK-003,DEXAMETHASONE,RKO,2.5903,4.662386078,1
MRK-003,DEXAMETHASONE,PA1,15.53095,26.59193775,1
MRK-003,DEXAMETHASONE,OVCAR3,11.9702,29.66324371,1
MRK-003,DEXAMETHASONE,OV90,2.6662,-3.212094541,1
MRK-003,DEXAMETHASONE,NCIH520,12.97545,9.125433914,1
MRK-003,DEXAMETHASONE,NCIH460,2.31765,1.358355125,1
MRK-003,DEXAMETHASONE,NCIH23,2.1404,6.766338308,1
MRK-003,DEXAMETHASONE,NCIH2122,3.15385,-20.66461599,1
MRK-003,DEXAMETHASONE,NCIH1650,3.0614,11.3172614,1
MRK-003,DEXAMETHASONE,MSTO,15.4791,9.423775143,1
MRK-003,DEXAMETHASONE,MDAMB436,0.32405,0.340057981,1
MRK-003,DEXAMETHASONE,LNCAP,1.61025,-21.36099802,1
MRK-003,DEXAMETHASONE,KPL1,20.32315,29.23078095,1
MRK-003,DEXAMETHASONE,HT29,19.71485,11.18189437,1
MRK-003,DEXAMETHASONE,HT144,1.0038,-6.784934135,1
MRK-003,DEXAMETHASONE,HCT116,2.2825,4.549552121,1
MRK-003,DEXAMETHASONE,ES2,0.0103,-19.72496457,1
MRK-003,DEXAMETHASONE,EFM192B,1.9781,2.036343366,1
MRK-003,DEXAMETHASONE,DLD1,5.2685,5.323332984,1
MRK-003,DEXAMETHASONE,COLO320DM,2.55705,8.518332229,1
MRK-003,DEXAMETHASONE,CAOV3,18.42685,27.95797453,1
MRK-003,DEXAMETHASONE,A427,14.1716,4.60343602,1
MRK-003,DEXAMETHASONE,A375,1.47295,3.053402682,1
MRK-003,DEXAMETHASONE,A2780,3.7437,1.316093316,1
MRK-003,DEXAMETHASONE,A2058,0.06005,-5.967280377,1
MRK-003,DASATINIB,ZR751,4.574,-8.118411527,4
MRK-003,DASATINIB,VCAP,6.2235,29.37734376,4
MRK-003,DASATINIB,UWB1289,37.08825,13.50706805,4
MRK-003,DASATINIB,UACC62,7.7381,9.869446693,4
MRK-003,DASATINIB,T47D,14.19945,18.60266321,4
MRK-003,DASATINIB,SW837,25.83225,31.77808016,4
MRK-003,DASATINIB,SW620,1.08305,16.78464021,4
MRK-003,DASATINIB,SKOV3,29.57735,1.932085907,4
MRK-003,DASATINIB,SKMES1,27.5561,39.02816923,4
MRK-003,DASATINIB,SKMEL30,2.0258,-16.4038587,4
MRK-003,DASATINIB,RPMI7951,30.9175,19.2625517,4
MRK-003,DASATINIB,RKO,4.6642,6.018350621,4
MRK-003,DASATINIB,PA1,41.62225,37.22303223,4
MRK-003,DASATINIB,OVCAR3,32.85695,79.50156003,4
MRK-003,DASATINIB,OV90,15.4508,24.86301129,4
MRK-003,DASATINIB,NCIH520,36.22275,58.17696562,4
MRK-003,DASATINIB,NCIH460,2.06835,7.71392865,4
MRK-003,DASATINIB,NCIH23,19.3097,22.55935303,4
MRK-003,DASATINIB,NCIH2122,0.0191,-25.42579406,4
MRK-003,DASATINIB,NCIH1650,31.0504,39.38152611,4
MRK-003,DASATINIB,MSTO,38.40765,46.45779052,4
MRK-003,DASATINIB,MDAMB436,9.65865,25.64256087,4
MRK-003,DASATINIB,LOVO,34.26765,44.17722855,4
MRK-003,DASATINIB,LNCAP,16.07935,13.879461,4
MRK-003,DASATINIB,KPL1,19.7614,44.34441779,4
MRK-003,DASATINIB,HT29,35.26755,37.46797033,4
MRK-003,DASATINIB,HT144,0,-41.84289743,4
MRK-003,DASATINIB,HCT116,1.82655,-12.28766755,4
MRK-003,DASATINIB,ES2,0.7284,-8.823827558,4
MRK-003,DASATINIB,EFM192B,10.0392,36.85213245,4
MRK-003,DASATINIB,DLD1,22.0451,28.07535971,4
MRK-003,DASATINIB,COLO320DM,1.8488,8.29460133,4
MRK-003,DASATINIB,CAOV3,27.69985,17.06204111,4
MRK-003,DASATINIB,A427,32.22885,47.88024928,4
MRK-003,DASATINIB,A375,4.9651,0.563284475,4
MRK-003,DASATINIB,A2780,32.8303,60.44362188,4
MRK-003,DASATINIB,A2058,10.7489,32.18828097,4
MRK-003,CYCLOPHOSPHAMIDE,ZR751,3.8718,-4.661016511,4
MRK-003,CYCLOPHOSPHAMIDE,VCAP,0.71465,-1.806522867,4
MRK-003,CYCLOPHOSPHAMIDE,UWB1289,4.14365,-6.49721408,4
MRK-003,CYCLOPHOSPHAMIDE,UACC62,0.56215,-8.234593164,4
MRK-003,CYCLOPHOSPHAMIDE,T47D,2.996,-33.56754882,4
MRK-003,CYCLOPHOSPHAMIDE,SW837,1.72705,3.55169475,4
MRK-003,CYCLOPHOSPHAMIDE,SW620,0,-2.157759401,4
MRK-003,CYCLOPHOSPHAMIDE,SKOV3,1.2715,13.05736744,4
MRK-003,CYCLOPHOSPHAMIDE,SKMES1,1.5194,-4.515016224,4
MRK-003,CYCLOPHOSPHAMIDE,SKMEL30,7.1815,4.960655732,4
MRK-003,CYCLOPHOSPHAMIDE,RPMI7951,0.15195,3.066052046,4
MRK-003,CYCLOPHOSPHAMIDE,RKO,1.64835,-2.239036092,4
MRK-003,CYCLOPHOSPHAMIDE,PA1,5.40795,4.965175614,4
MRK-003,CYCLOPHOSPHAMIDE,OVCAR3,3.9398,10.40276413,4
MRK-003,CYCLOPHOSPHAMIDE,OV90,1.5394,-4.365040903,4
MRK-003,CYCLOPHOSPHAMIDE,NCIH520,7.8469,-2.699352337,4
MRK-003,CYCLOPHOSPHAMIDE,NCIH460,1.9276,-0.785429931,4
MRK-003,CYCLOPHOSPHAMIDE,NCIH23,1.40805,4.066164062,4
MRK-003,CYCLOPHOSPHAMIDE,NCIH2122,1.4188,1.519097066,4
MRK-003,CYCLOPHOSPHAMIDE,NCIH1650,1.49275,1.00386892,4
MRK-003,CYCLOPHOSPHAMIDE,MSTO,1.8967,-6.009564026,4
MRK-003,CYCLOPHOSPHAMIDE,MDAMB436,0.0296,-5.975929813,4
MRK-003,CYCLOPHOSPHAMIDE,LOVO,4.4777,-10.06942914,4
MRK-003,CYCLOPHOSPHAMIDE,LNCAP,0.6779,-24.11665086,4
MRK-003,CYCLOPHOSPHAMIDE,KPL1,11.05445,-2.910254041,4
MRK-003,CYCLOPHOSPHAMIDE,HT29,17.43645,8.956766025,4
MRK-003,CYCLOPHOSPHAMIDE,HT144,0,-9.86729681,4
MRK-003,CYCLOPHOSPHAMIDE,HCT116,2.06175,5.821679499,4
MRK-003,CYCLOPHOSPHAMIDE,ES2,0.0474,-13.09375107,4
MRK-003,CYCLOPHOSPHAMIDE,EFM192B,1.2342,5.02387065,4
MRK-003,CYCLOPHOSPHAMIDE,DLD1,2.6977,5.635902503,4
MRK-003,CYCLOPHOSPHAMIDE,COLO320DM,1.77995,3.000223546,4
MRK-003,CYCLOPHOSPHAMIDE,CAOV3,1.76905,30.66667933,4
MRK-003,CYCLOPHOSPHAMIDE,A427,13.96,5.345008305,4
MRK-003,CYCLOPHOSPHAMIDE,A375,1.05075,-3.254770439,4
